F_CODE,F_NAME,F_SIZE,F_CAL,F_CARBO,F_PROTEIN,F_FAT,F_SUGAR,F_NA,F_COLE
P067427,워커스 쇼트브레드 하이랜더스(200g),100,511,61.7,5.2,26.9,23.5,272,80
P067429,워커스 스트로베리 & 크림 비스킷(150g),100,508,62.3,4.7,26.7,32.8,300,5
P067430,워커스 오트&크랜베리 비스킷,100,485,60.2,6,24.5,29.7,352,0
P067431,워커스 초콜릿 청크 비스킷,100,503,62.8,5.5,25.5,36.6,284,56
P067432,워커스 초콜릿 청크&헤이즐넛 비스킷,100,526,56.6,6.1,30.6,30.1,300,0
P067434,워커스 토피&피칸 비스킷,100,507,63.3,5,26,31.7,340,0
P067435,이마 캔디 그레이프,50,202,49,0,0.7,40,0,0
P067436,이마 캔디 레몬맛,50,201,48,0,1,41,0,0
P067437,이카 피넛,62,300,42,6,12,13,220,5
P067438,카수가이 그레이프 구미,107,343,80,5,0.3,58,20,0
P067439,카수가이 마메믹스,57,261,38,7,9,11,250,5
P067440,카수가이 머스캣 구미,107,345,80,5,0.5,60,20,0
P067441,카수가이 믹스 구미,102,328,76,5,0.4,55,35,0
P067442,카수가이 수박맛 구미,107,343,80,5,0.3,57,48,0
P067443,카수가이 피치 구미,107,342,80,5,0.2,57,35,0
P067444,카프라이스 바닐라맛 웨이퍼롤,100,517,69,4,25,48,115,0
P067446,코로로 그레이프,48,142,35,0.6,0,26,5,0
P067447,코로로 머스캣,48,138,34,0.6,0,25,5,0
P067448,코로로 복숭아,40,119,29,0.6,0.1,20,5,0
P067449,코로로 콜라향,40,115,28,0.4,0.1,22,0,0
P067450,크나버 캐쉬 과자,12,40,9,1,0,0,0,0
P067451,크레용 신짱 라무네,200,85,21,0,0,21,10,0
P067452,크레용 신짱 멜론향 라무네,200,80,20,0,0,20,5,0
P067453,크레용 신짱 파인애플향 라무네,200,65,16,0,0,16,5,0
P067454,크리스피 코코넛 크런치 비스킷,100,492,70.3,5.8,20.8,32,370,0
P067455,크림~오 밀크,54,264,35,4,12,13,190,5
P067456,크림~오 바닐라향,54,267,38,4,11,19,268,5
P067457,크림~오 비터 초코,60,296,39.5,4.1,13.5,21,280,3
P067458,크림~오 코코아,54,268,37,3,12,17,130,0
P067459,키오스 가든 과일주스,100,50,12,0.4,0,11,0,0
P067460,키오스 가든 레몬에이드,100,49,12,0.2,0,12,0,0
P067461,키오스 가든 사과주스,100,44,11,0.1,0,9,0,0
P067462,키오스 가든 오렌지주스 비트,100,47,11,0.8,0,10,0,0
P067463,키오스 가든 오렌지주스 스무스,100,47,11,0.8,0,10,0,0
P067464,키오스 가든 핑크 레몬에이드,100,44,11,0,0,11,0,0
P067465,토쿠노 밀크 마차 캔디,81,340,64,3,8.1,48,100,13
P067466,토쿠노 밀크 캔디,100,407,83,3.1,7,65,130,16
P067467,팬케이크 도라야끼,310,970,184,18,18,112,290,330
P067468,팬케이크 도라야끼 마차,52,174,33.9,3,3,18,62,0
P067469,페코 구미 복숭아맛,50,165,37,4,0,29,5,0
P067470,페코 구미 포도맛,50,160,36,4,0,28,5,0
P067471,푸쵸 스틱 캔디 그레이프,50,202,44,1,2.4,34,5,0
P067472,푸쵸 스틱 캔디 소다향,50,203,45,1,2.1,29,34,0
P067473,푸쵸 스틱 캔디 쥬시미라클,50,208,46,1,2.2,30,3,0.5
P067474,푸쵸 스틱 캔디 콜라향,50,203,45,1,2.1,31,30,0
P067475,프루티 부시(100G),100,331,77.5,4.7,0.2,55.5,20,0
P067476,하리보 골드베렌 컵(175g),100,333,76.5,6.8,0,47.3,10,0
P067477,하리보 골드베렌(80G),80,296,69,5,0,37,15,0
P067478,하리보 그레이프프루트,100,346,82,4.5,0,63,10,0
P067479,하리보 다이노스(100g),100,335,76,7.5,0.1,48,20,0
P067480,하리보 러브 하트,80,276,65,4,0,43,40,0
P067481,하리보 메가룰렛,45,150,34,3,0,21,10,0
P067482,하리보 메가룰렛,45,152,35,3,0,21,15,0
P067483,하리보 메가룰렛 사우어,45,152,35,3,0,21,5,0
P067484,하리보 메리크리스마스(980g),12,40,9.3,0.8,0,5.5,3.6,0
P067485,하리보 발라스틱스 스트로베리크림향,75,290,59,2,5,45,5,0
P067486,하리보 스위트사우어 베어스(175G),100,337,77.4,6.6,0.1,47.2,10,0
P067487,하리보 스타믹스 컵(175g),100,356,83,5.7,0.1,52.7,20,0
P067488,하리보 에어 퍼레이드,100,336,77,6.9,0,46,30,0
P067489,하리보 워터멜론,80,278,65.4,4.1,0,45.4,0,0
P067490,하리보 웜즈 사우어(100g),100,361,84,6,0.1,54,27,0
P067491,하리보 웜즈(100g),100,337,76.4,7.5,0.1,47.9,20,0
P067492,하리보 파티 펀,12,40,9.3,0.8,0,5.5,3.6,0
P067493,하리보 판타지아(200G),100,335,77,6.6,0,47,10,0
P067494,하리보 프루트마니아 레몬,100,339,83,0.5,0.5,62,32,0
P067495,하리보 프루트마니아 베리,100,339,83,0.5,0.5,62,32,0
P067496,하리보 피치 컵,100,337,78,6,0.1,65,30,0
P067497,하리보 피코발라(100G),100,380,81,2.6,5,61,10,0
P067498,하리보 할로윈 스케리 펀(980g),12,40,9,1,0,6,5,0
P067499,하리보 할로윈 파티(250g),12,40,9.3,0.8,0,5.5,3.6,0
P067500,하리보 해피 그레이프(1000G),25,84,19,2,0,13,0,0
P067501,하리보 해피 그레이프(100G),100,335,77.7,5.8,0.1,45.5,32,0
P067502,하리보 해피콜라향 사우어(200g),100,340,78,7,0,52,20,0
P067503,하리보 해피콜라향 젤리(80G),80,288,67,5,0,37,10,0
P067504,하카맛 아메,100,380,95,0,0,78,0,0
P067505,해피콜라향 젤리(250G),12,40,9.3,3,0,5.5,3.6,0
P067506,헌터스 블랙트러플 포테이토칩,25,119,15.5,1.8,5.5,0.2,123,0
P067507,헌틀리앤팔머스 세서밀 오리지널,100,420,66,12,12,0.7,930,0
P067509,헌틀리앤팔머스 워터크래커,125,528,93,12,12,2,875,0
P067510,헌틀리앤팔머스 크림크래커,230,1007,158,24,31,6,1035,0
P067511,홋카이도 마차밀크캔디,81,330,71.6,2.2,3.9,52.4,120,6.2
P067512,홋카이도 밀크 캔디,100,408,88.4,2.7,4.8,67,144,8
P067513,후와린카 소프트 캔디,32,130,27.7,0.5,2,18,0,0
P067514,후지야 밀키 캔디,83,335,67,3,6,45,145,12
P067515,흑당 시오아메,86,330,82,0,0,66,455,0
P067516,골드베렌(1000G),10,34,7.7,0.7,0,4.6,3,0
P067517,기라델리 씨솔트 스와레이(117.1g),117,650,66,7,40,48,160,10
P067518,기라델리 인텐스다크 솔티드 카라멜,100,525,64,4,28,48,220,5
P067519,기라델리 인텐스다크 카카오 72%,117,650,51,9,65,35,10,4.7
P067520,기라델리 인텐스다크 카카오 86%(117.1g),117,800,40,11,66,15,10,4.7
P067521,"델몬트 믹스드 후르츠 스낵(1,840g)",23,78,18.2,1.1,0.1,10.3,3,0
P067522,델몬트 푸룬주스,200,138,33.6,1,0,27,46,0
P067523,델몬트 후르츠 스낵 베리 메들리(690g),23,78,18.2,1.1,0.1,10.3,3,0
P067524,불라 아이스 샌드위치 바닐라향,71,250,30.5,2.8,13,18,180,0.2
P067525,불라 크리미 클래식 바닐라향,231,470,52,7,26,46,106,92
P067526,불라 크리미 클래식 초코&바닐라 스틱,372,209,18.6,2.5,13.8,17.3,35,5
P067527,불라 크리미 클래식 초코칩,231,516,58,8,28,50,97,83
P067528,불라 크리미 클래식 쿠키&크림,231,532,62,8,28,47,203,83
P067529,스타믹스(1000G),25,84,19.3,1.7,0,11.8,3,0
P067530,하리보 픽앤파티,12,40,9,1,0,6,3,0
P067531,쌀로별 뻥쿠아즈 인절미,32,160,17,2.2,9,11,40,3
P067532,달고나타르트,38,205,24,2,11,11,80,3
P067533,초콜릿청크 101,50,255,34,1,13,29,5,0
P067534,초콜릿칩 111,36,195,16,2,0,13,0,0
P067535,다크초콜릿001,33,195,17,1,0,13,0,0
P067536,리얼다크초콜릿 쿠키크런치 바크씬,100,540,62,6,30,33,130,4
P067537,마카다미아쇼콜라 오리지널,64,380,35,4,25,24,25,3
P067538,리얼밀크초콜릿 카라멜 초코볼,100,535,60,8,29,47,140,25
P067539,아몬드피넛초콜릿,80,415,46,10,21,33,60,0
P067540,미니벨,28,140,19,2,7,18,15,0
P067541,마카다미아 쇼콜라,16,95,8,1,7,6,10,0
P067542,마카다미아초콜릿,64,350,39,4,20,25,20,3
P067543,리얼초코스틱 아몬드,20,110,10,2,7,8,10,0.3
P067544,아몬드빼빼로,37,195,21,5,10,9,85,3
P067545,리얼초코스틱 밀크크림,40,225,22,3,14,13,35,9
P067546,리얼초코스틱 딸기요거트,40,225,22,3,14,14,30,7
P067547,못난이팅톡다크초코,70,355,47,3,17,38,20,0
P067548,제주섬 녹차초콜릿 바,120,720,56,10,51,55,120,25
P067549,리얼다크초콜릿 아몬드바크씬,100,580,51,9,38,43,45,0
P067550,아몬드 바크씬,80,445,45,8,26,36,25,0.3
P067551,화이트쿠키 빼빼로,37,185,25,3,8,9,75,0
P067553,가나 핑크베리,38,220,21,3,14,20,45,3
P067554,행복한쇼콜라띠에 다크초코,33,185,16,0.7,13,15,0,0
P067555,행복한쇼콜라띠에 밀크초코,33,185,16,0.7,13,15,0,0
P067556,화이트엔젤 큐티,27,165,14,2,11,14,20,3
P067557,트러플,100,580,53,7,38,43,45,15
P067558,밀크초콜릿 002,25,140,14,1.7,8,12,10,0
P067559,화이트초콜릿003,33,195,17,2,14,15,15,0
P067560,녹차트러플,100,565,54,6,36,26,65,10
P067561,제주섬녹차라즈베리 트러플,96,560,51,7,36,50,90,15
P067562,삼아키위,200,240,59,0,0,54,80,0
P067563,삼아오렌지,200,240,60,0,0,58,55,0
P067564,삼아파인애플,200,245,61,0,0,58,50,0
P067565,삼아망고,200,250,62,0.7,0,56,70,0
P067567,한입에 먹을 수 있는 미니 딸기웨하스,75,390,50,4.4,19,28,105,6.3
P067568,하양까망와플,30,160,20,2,8,16,60,3
P067569,통밀 크래커 순 파래,70,310,52,7.6,7.9,3,295,3.4
P067570,통밀 크래커 순 오리지날,70,305,53,6.8,7.5,5,415,3.2
P067571,키요 촉촉한 두부와플 바나나,64,312,34,5.7,17,17,210,36
P067572,키요 촉촉한 두부와플 감자,64,312,34,5.7,17,15,210,34
P067573,키요 단백질 웨하스 카카오,60,317,33,8,17,15,105,6.2
P067574,키요 단백질 웨하스 딸기,60,308,34,7,16,14,85,3.3
P067576,카카오와플,72,367,43,6,19,15,190,40
P067577,우리밀보드레웨하스,80,415,51,6,21,20,130,0
P067578,우리밀로만든 코코아와플,18,90,12,1,3.7,7,50,3
P067579,우리밀로만든 와플,21,105,14,2,4.7,4,45,3
P067580,우리밀로 만든 현미와플,18,90,12,2,4.1,3,40,3
P067581,우리밀로 만든 웨하스,80,420,48,6,23,18,180,0
P067582,우리밀로 만든 딸기웨하스,80,395,56,4,17,22,90,0
P067583,우리밀곡물와플,80,415,50,5,21,15,190,60
P067584,우리밀 초코웨하스,80,410,53,6,20,24,110,0
P067585,우리밀 참깨봉,90,440,64,7,17.6,14,320,0
P067586,우리밀 샤르르와플,80,400,49,9,19,26,260,100
P067587,우리밀 발아통밀 웨하스,80,415,53,5,20,25,100,0
P067588,우리 쌀 빼빼로,100,510,65,8,24,25,260,0
P067589,와플 메이트,144,750,88,9,39,36,450,60
P067594,오리온 웨하스 바닐라맛,60,310,43,3,14,21,95,3
P067595,오리온 웨하스 딸기맛,68,339,47,4,15,23,105,3
P067596,오리온 웨하스 네겹미니,80,428,49,4,24,28,115,3
P067597,오리온 미니웨하스 바닐라맛,68,353,46,4,17,23,95,3
P067598,오리온 미니웨하스 딸기맛,68,339,47,4,15,21,95,3
P067599,오레오 웨하스 스틱 화이트,15,85,8.6,0.9,5,4.8,24,1.1
P067600,아이밀냠냠 칼슘웨하스 딸기,36,190,23,2,10,10,60,3.5
P067601,아이밀냠냠 초유웨하스 우유,36,190,23,2.5,10,10,60,3.6
P067602,아이밀냠냠 바나나웨하스,36,190,23,2,10,8,50,4.5
P067603,아이밀냠냠 DHA웨하스 요구르트,36,190,23,2,10,9,65,4
P067604,셀렉스 코어 프로틴 너츠바,50,245,18,12,14,9,110,0
P067605,부드러운 와플,80,405,53,6,19,20,180,45
P067606,부드러운 두부와플,16,80,9,1,4.3,4,55,10
P067608,버터와플,30,160,20,1.7,8,8,90,21
P067609,바닐라웨하스 미니,100,513,67,5,25,33,140,4
P067610,바닐라 웨이퍼스,70,375,42,4,21,21,100,0
P067611,미니초코웨하스,80,430,49,5,24,24,105,3
P067612,미니웨하스바닐라990,80,392,58,4,16,27,130,2
P067613,미니웨하스딸기990,80,392,58,4,16,26,122,2.6
P067614,미니바닐라웨하스,80,425,47,7,23,23,140,10
P067615,미니딸기웨하스,80,440,46,5,26,24,120,3
P067616,미니 사브레,80,389,57,4.6,15.8,23,110,7.9
P067617,딸기웨하스 미니,100,503,69,5,23,28,165,5
P067618,달콤한 티라미슈맛 웨하스 미니,165,887,102,10.7,48.5,43,280,8.8
P067619,달콤한 바닐라 웨하스 미니,165,830,111,8.5,42,54,230,6.8
P067620,달콤한 딸기 웨하스 미니,165,830,113,8.6,38.4,46,270,8.4
P067621,꼬마웨하스바닐라맛,80,392,58,4,16,27,130,2
P067622,꼬마웨하스딸기맛,80,392,58,4,16,25,122,2.5
P067623,그린티 웨하스,100,520,65,6.6,26,30,165,2.9
P067626,고소한 치즈봉,90,430,64,7,16.4,13,650,4.6
P067627,고소한 참깨봉,90,440,64,7,17.6,14,320,0
P067630,Sam`s Nature 유기농 웨이퍼스 바나나맛,17,92,11,0.83,5,4.5,14,0
P067631,5곡봉,90,420,67,7,13.7,17,405,0
P067632,바닐라라떼 웨하스 미니,100,520,65,7,26,29,184,4.5
P067633,딸기라떼 웨하스 미니,100,520,64,7,26,31,180,3.5
P067634,스포츠 에너지바,45,190,22.6,9,6.9,5,140,0
P067635,gomgom 에너지 바 초코&넛츠,38,170,24.4,3.6,6.2,9.3,70,0
P067636,스포츠 밸런스바,45,175,25.2,9,4.2,9.2,135,0
P067637,푸드 바 말차 그린티 맛,55,210,26,13,7,8,95,0
P067638,프로게이너 프로틴 바,40,165,21,11,5,9.6,95,0
P067639,푸드 바 미니 말차 그린티 맛,100,380,50.7,24,11.8,15,195,2.4
P067640,푸드 바 미니 마일드 초코 맛,100,380,49,24.3,11.7,16,183,2.4
P067641,제트맥스 프로틴바,40,170,22,11,5,8.6,65,5
P067642,초코 참깨 스틱,42,215,26,3,11,14,110,0.5
P067643,초코치즈스틱,42,215,26,3,11,15,160,0.7
P067644,초코&와플,100,525,64,5,27,29,210,20
P067645,푸드 바 크리스피 코코넛 맛,55,225,26,13,9.7,9.5,105,0
P067646,푸드 바 마일드 그레인 맛,55,225,26,13,9,9,85,0
P067647,더블딥 초코스틱 크런키쿠키,18,94,11,1,4.8,5,40,0
P067648,초코에너지바,100,491,53,12.8,25.3,21.2,80,0
P067649,오레오 웨하스 스틱 초코,30,160,19,1.6,8.6,9,60,3
P067650,푸드 바 마일드 초코 맛,55,200,26,13,6,8.7,90,0
P067651,푸드 바 스트로베리 파이 맛,55,210,28,13,5.8,8.9,110,0
P067652,몬스터 초코와플,100,519,64,5,27,29,210,20
P067653,더블딥 초코스틱 딸기맛쿠키&코코넛,18,92,11.5,1.4,4.5,5.6,55,0
P067654,하이프로틴바 초코,40,145,19,11,2.7,9.6,80,2
P067655,더블딥 초코스틱 팝핑캔디,18,88,13,1,3.5,7,45,0
P067656,청우 크런키 초코스틱,18,94,11.4,1.2,4.8,5.3,41,0
P067657,청우 딸기 초코스틱,18,92,11.5,1.4,4.5,5.6,54,0
P067658,메이플 피칸 플레이트,95,395,34,4,27,13,112,20
P067659,미니 메이플 피칸 플레이트 (639223),100,407,36,5,27,13,118,30
P067660,미니 바닐라 크라운 (639220),100,329,31,4,21,10,118,30
P067661,미니 버터 크로아상 (25957),100,375,37,7,22,6,390,70
P067662,미니 애플 크라운 (639224),100,335,33,3,21,12,120,30
P067663,시나몬 훨,85,320,32,3,20,14,120,15
P067664,와일드 블루베리 크라운 (639228),100,335,33,3.2,21,11,130,15
P067665,이즈니 버터 크로아상 (25965),75,303,27,6,19,5,255,60
P067666,초콜릿칩 브라우니,100,460,58,5,23,40,250,25
P067667,후디스 하이키드 킨더밀쉬,200,130,16,3,6,12,60,10
P067668,베비언스 킨더밀쉬 홍삼,200,130,14,3,7,14,60,13
P067669,베비언스 킨더밀쉬 2+,200,130,14,3,7,13,60,13
P067670,아인슈타인 킨더밀쉬,200,130,16,3,6,13,60,16
P067671,뉴트리밀크 오곡,180,145,19,2.5,6.5,18,54,12
P067672,카페베네카라멜마끼야또,200,110,16,3.9,3.3,16,85,10
P067673,하늘 가득 자몽,330,145,36,0.7,0,33,45,0
P067674,하늘 가득 수박,330,140,35,0,0,33,15,0
P067675,베비언스 킨더이온 사과,200,25,6,0,0,5.5,100,0
P067676,닥터유 드링크 비타민 망고맛,240,133,29,0,1.9,24,15,0
P067677,아침에주스 포도주스,350,210,51,1,0,50,15,0
P067678,델몬트 콜드 비타민플러스 오렌지100,240,105,25,1,0,25,20,0
P067679,델몬트 apple beet carrot 주스,240,110,28,1,0,20,100,0
P067680,아침에주스 사과주스,350,200,49,0.7,0,46,10,0
P067681,델몬트 콜드 비타민플러스 포도100,240,120,31,0,0,26,10,0
P067682,델몬트유기농100%석류주스,100,65,16,0,0,16,10,0
P067683,베비언스 우리아이워터 유산균,240,10,3,0,0,0.5,5,0
P067684,미에로화이바,200,80,20,0,0,14,40,0
P067685,닥터유 드링크 단백질 초코맛,240,167,25,12,2.1,22,140,7
P067686,닥터유 드링크 단백질 바나나맛,240,149,20,12,2.3,19,140,7
P067687,복숭아워터,410,100,24,0,0.1,24,80,0
P067688,락토조이 유산균워터 밀키맛,500,170,40,1,0.6,39,40,0
P067689,락토조이 유산균워터 복숭아맛,500,150,36,0,0.7,36,70,0
P067690,Sunkist 아로마워터 피치,500,0,0,0,0,0,0,0
P067691,미트리 프로틴 업,320,75,2,15,0.5,0,35,0
P067692,마시는 식사 비건 그레인,240,95,23,7,2.1,5,160,0
P067693,마시는 식사 비건 카카오,240,90,22,8,1.9,5,160,0
P067694,미초 깔끔한 깔라만시,200,70,18,0,0,9,0,0
P067695,미초 상쾌한 푸룬,200,115,29,0,0,9,0,0
P067696,방탄카카오,230,140,11,3,13.2,0.7,65,25
P067697,올헬씨,500,33,4,4,0,4,115,0
P067698,이롬 라바 딸기 복숭아,200,70,17,0,0,12,10,0
